track_id,artists,album_name,track_name,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_genre
1Qo3taHLFSQpzLm5Sty7M4,Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),Sleep All Day,22,0.616,0.81,-6.51,0.0668,0.369,0.0,0.107,0.79,0.4026510855809214,acoustic
71M4QMn8nrok1KFVXwEEyU,Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),You and I Both,35,0.615,0.812,-6.573,0.0458,0.184,0.0,0.328,0.74,0.4065956642506122,acoustic
4lxGVzcUaSF5HW5jtWnShV,Eddie Vedder,Into The Wild (Music For The Motion Picture),Long Nights,60,0.478,0.305,-13.062,0.0306,0.675,0.00139,0.169,0.0974,0.44647699817563236,acoustic
2PIlBukQ6limukVR8Ubb5o,Gabrielle Aplin,English Rain,Please Don't Say You Love Me,59,0.479,0.541,-9.862,0.0545,0.737,0.0,0.108,0.321,0.3533438522097858,acoustic
5p9XWUdvbUzmPCukOmwoU3,KT Tunstall,Eye To The Telescope,Suddenly I See,73,0.587,0.767,-5.713,0.0449,0.225,0.0,0.112,0.664,0.4124550071495488,acoustic
1uSuY2qLCbx1QB7oPUVhFG,Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),Who Needs Shelter,22,0.514,0.569,-7.866,0.03,0.601,2.21e-06,0.218,0.264,0.585921963085318,acoustic
6twvFrIoIINH8UW8EB8OnU,Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),No Stopping Us,19,0.646,0.836,-6.203,0.0327,0.301,3.23e-05,0.29,0.727,0.43551024768666896,acoustic
2pelUnMKr07JjJpilj9Yew,Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),I'll Do Anything,24,0.57,0.711,-4.155,0.0703,0.119,0.0,0.352,0.648,0.6702373321499597,acoustic
7d0bJhpp0mCYyMXaMgWyMS,JJ Heller,I Dream of You: CALM,Make You Feel My Love,57,0.678,0.199,-9.785,0.0307,0.957,3.23e-06,0.0968,0.262,0.29586805384349885,acoustic
73CbJykoV6WapWGfTeRzTl,Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),The Remedy (I Won't Worry),35,0.589,0.867,-4.523,0.0385,0.041,0.0,0.306,0.795,0.38837664151997764,acoustic
3ixLIO5BsTmic0Pp27FaPY,Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),Too Much Food,20,0.626,0.926,-4.441,0.0477,0.0265,0.0,0.159,0.548,0.4108812846177868,acoustic
5ZetMq21bMQN5oo4TtdOxu,Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),The Boy's Gone,18,0.686,0.556,-8.5,0.0271,0.532,0.0,0.0922,0.36,0.46429745410318357,acoustic
73oHkllHIT8fdbzpxiXW40,Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),"On Love, in Sadness",19,0.56,0.832,-5.595,0.0352,0.108,0.0,0.232,0.802,0.41482586328747756,acoustic
4MihgVRpD82EZoT61GW63w,Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),Curbside Prophet,23,0.619,0.793,-5.964,0.0661,0.263,0.0,0.0828,0.892,0.7313536479134823,acoustic
1BECZPXBXzobsfmlzj0g3I,Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),"Tonight, Not Again - Live",19,0.56,0.278,-12.501,0.0921,0.733,0.0,0.112,0.594,0.419879854708019,acoustic
14vExHBkh1prEAN94wZug8,Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),"Tonight, Not Again",18,0.595,0.805,-7.926,0.0543,0.0167,1.06e-05,0.0691,0.359,0.42091941554492707,acoustic
0fzCtVM9D5UEwiLqcY8Ouq,Eddie Vedder,Into The Wild (Music For The Motion Picture),Hard Sun,65,0.438,0.827,-6.531,0.0328,0.0512,0.000402,0.319,0.645,0.5891269332544418,acoustic
6IF2P93LkyW4GqDQu1yS7H,Susie Suh;Robot Koch,Here with Me,Here with Me,55,0.582,0.375,-13.277,0.0329,0.702,0.0631,0.136,0.106,0.5337877816675706,acoustic
34dnNAUoIPcwnK0RtVMBWZ,Tyler Ward;Lindsey Stirling;Kina Grannis,"Tyler Ward Covers, Vol. 5",The Scientist,47,0.453,0.295,-12.881,0.0291,0.518,0.00011,0.293,0.14,0.5999950692766628,acoustic
5aDpULK8MbJmHl42kR5KNI,Howie Day,Stop All The World Now,Collide,56,0.636,0.625,-7.895,0.0277,0.222,5.35e-05,0.119,0.342,0.38595647814867773,acoustic
1fI1TMpz7FVkpoYBhmiywp,Eden Elf;Ren Avel,get better,get better,53,0.639,0.201,-16.613,0.0526,0.907,2.26e-05,0.124,0.4,0.36202603421921997,acoustic
23Mcmg5O8rBKAOzxvrTjnD,Kitri,Hikare Inochi,Sympathy,49,0.69,0.423,-9.194,0.0294,0.883,0.0123,0.111,0.59,0.534658876123794,acoustic
0gVbkmFqq5fIkXtJJ3UTfM,Boyce Avenue;Rachel Grae,Let It Go,Let It Go,51,0.599,0.349,-9.269,0.0301,0.819,0.0,0.112,0.444,0.607765067468731,acoustic
00DuOxungwHwVUX2m37P0P,Chord Overstreet,What You Need,What You Need,53,0.519,0.264,-11.171,0.0601,0.918,0.000253,0.237,0.192,0.5767056193810299,acoustic
2lFlveK1y13WWp3vnQtrr3,Five For Fighting,The Battle for Everything,100 Years,66,0.643,0.569,-7.459,0.0276,0.544,2.17e-05,0.178,0.275,0.49515556432128593,acoustic
2WD93lsfJonaKtrQtpLB2R,Andrew Belle,Nightshade,You're the Sea,56,0.573,0.624,-9.076,0.0324,0.471,0.117,0.114,0.529,0.6616414377989251,acoustic
7njTGO45SkaBTNu35t2Yq0,Rachael Yamagata,"One Spring Night (Original Television Soundtrack), Pt. 1",No Direction,47,0.654,0.821,-5.472,0.0264,0.00666,0.00299,0.228,0.613,0.4600282694804661,acoustic
6ivkBaxvclVhwZDE2uwldj,Cary Brothers,Under Control,Belong,51,0.426,0.399,-8.447,0.034,0.761,0.00112,0.118,0.217,0.4765503015959108,acoustic
6Cvti10W0AzmzG9D1tpuKp,The Mayries,As It Was,As It Was,55,0.505,0.21,-11.349,0.0295,0.907,0.0,0.11,0.323,0.331677432079286,acoustic
03yc0G2OoH1Eeyu7Piy8fK,Jason Mraz,I'm Yours,I'm Yours,60,0.693,0.43,-9.395,0.0442,0.565,0.0,0.0928,0.731,0.6204534621895699,acoustic
5RO0MNa5hBKIM4OcjygadU,Joseph Sullinger,Chi Mai,Chi Mai,40,0.739,0.287,-14.007,0.059,0.969,0.961,0.111,0.557,0.33134460825403084,acoustic
78TKtlSLWK8pZAKKW3MyQL,A Great Big World;Christina Aguilera,Say Something,Say Something,58,0.453,0.146,-8.976,0.0343,0.867,3.49e-06,0.0945,0.0915,0.5666428348372039,acoustic
1esE8j1nVyzEQ5rVhYXoJT,Parachute,Parachute,Had It All,55,0.606,0.54,-6.271,0.0339,0.182,0.000144,0.144,0.249,0.32851766020741907,acoustic
68Yc9ylRZZPtsuVgtrxcDj,Zack Tabudlo;Yonnyboii,Take Me Back,Take Me Back ft. Yonnyboii,50,0.595,0.646,-5.495,0.0327,0.11,0.0,0.258,0.563,0.49327367158095425,acoustic
3tjjCCdXSdaVEo4q4y071G,Tobey Rosen,Whole Again (Acoustic Version),Whole Again - Acoustic Version,52,0.736,0.145,-9.215,0.0336,0.855,0.0,0.108,0.235,0.5334713935867724,acoustic
3tob5ofeuvFKKSbOTldenC,The Mayries,Overpass Graffiti,Overpass Graffiti,54,0.479,0.126,-13.974,0.0303,0.966,0.0,0.113,0.279,0.3958014890784478,acoustic
4E6cwWJWZw2zWf7VFbH7wf,Sara Bareilles,Little Voice,Love Song,73,0.583,0.786,-3.142,0.0301,0.0208,0.0,0.188,0.573,0.5056251335404237,acoustic
3uAdZpIbMTtVXitHVibLMV,Andrew Foy;Renee Foy,Let Her Go,Let Her Go,38,0.549,0.291,-13.457,0.0388,0.858,0.000846,0.129,0.376,0.30879887579507914,acoustic
2LC523tbEPFpc1pnikbt5b,Aqualung,Still Life,Brighter Than Sunshine,53,0.418,0.489,-8.373,0.0323,0.287,0.0288,0.42,0.398,0.2995044623046201,acoustic
3ISLwA96mtx13Wx7K1PPPk,Tyler Ward;Karis;Ray Lorraine,Love Story,Love Story,55,0.498,0.12,-17.721,0.0487,0.851,0.0,0.171,0.338,0.4979496408789836,acoustic
7Ca2CkwSqHyr3eCh8IRdjz,Agustín Amigó;Nylonwings,Mujer con Abanico,Mujer con Abanico,41,0.769,0.135,-12.049,0.061,0.986,0.905,0.106,0.471,0.42707871078020476,acoustic
6ql0ffq6Jvyh9OKqrJCMaP,Amy Stroup,In the Shadows,In the Shadows,46,0.434,0.469,-7.849,0.0265,0.52,0.000328,0.108,0.0568,0.5599740315237579,acoustic
1EyvonxK8OGHRV4WDRdArc,Boyce Avenue;Connie Talbot,Can You Feel the Love Tonight,Can You Feel the Love Tonight,63,0.452,0.198,-9.374,0.0335,0.931,2.24e-06,0.1,0.217,0.49101375671811054,acoustic
0EKBV6GybPtALXUgWqWrym,Brandi Carlile,The Story,The Story,66,0.544,0.5,-8.253,0.026,0.0325,3.78e-06,0.109,0.177,0.3846827079532567,acoustic
41A82PidFKhGX5hm1WoaDs,JJ Heller,Better,Better,54,0.662,0.187,-9.003,0.0268,0.969,0.000273,0.0922,0.233,0.4313889847640649,acoustic
5oV8bZaShr2d01FFMHBUPq,Kina Grannis,Iris,Iris,62,0.497,0.13,-15.571,0.0436,0.841,0.0,0.111,0.179,0.5373214667258354,acoustic
5nMRpGfqQ0tb1TMbqBVK2J,The Mayries,#Acoustic,Rockabye - Acoustic Version,57,0.528,0.291,-9.696,0.0401,0.914,0.0,0.121,0.355,0.31558683825583883,acoustic
04qDUASuSfVp6fktfsxVej,Caleb Santos;Viva Music Publishing Inc.,I Need You More Today,I Need You More Today,68,0.461,0.522,-7.513,0.043,0.36,0.0,0.123,0.446,0.648258632874776,acoustic
3g61xRaqII8q1wlQDzv550,Boyce Avenue,"Cover Sessions, Vol. 4",Beautiful Soul,62,0.483,0.506,-6.058,0.0347,0.394,0.0,0.0946,0.705,0.3588621534112388,acoustic
3dglCYsVMjPbDlU2CC9Vq7,Jason Mraz,Know.,Let's See What The Night Can Do,53,0.392,0.423,-7.813,0.0348,0.27,0.0,0.117,0.288,0.46651627960488473,acoustic
2f4jlGvGi3ZDGogXys5FUp,Rachael Yamagata,Something In the Rain (Music from the Original TV Series),"La La La (Something In the Rain, Pt. 2) [Music from the Original TV Series]",44,0.42,0.2,-18.827,0.0492,0.929,0.49,0.0758,0.164,0.35849645809706954,acoustic
3NCg46FWgnANZc9HQHQOQR,Parachute,The Way It Was,Forever And Always,57,0.657,0.716,-5.675,0.0301,0.014,0.0,0.0483,0.435,0.38592771559587796,acoustic
0muntSMuAZzcwYBBMZj6sf,Priscilla Ahn,When Marnie Was There Song Album - Just Know That I Love You.,Fine On The Outside,52,0.495,0.185,-13.824,0.0288,0.692,0.00403,0.109,0.196,0.4186595006820834,acoustic
4bXoVtbp6fN8FaSQvGQB41,Chord Overstreet,Tree House Tapes,Tortured Soul,53,0.55,0.499,-9.502,0.0338,0.472,2.26e-06,0.0798,0.144,0.3573377381128478,acoustic
3FRARAKLpHw3er9ZaTwaHO,JJ Heller,I Believe in You,I Believe in You,53,0.534,0.359,-9.311,0.0296,0.449,1.2e-05,0.331,0.267,0.5415742156040958,acoustic
2Dzhwe90lhHXVU6lk7Nx0H,Jon Bryant,Cult Classic,At Home,55,0.378,0.52,-10.965,0.0382,0.777,0.0888,0.0979,0.357,0.303009384810085,acoustic
12niARgkwxGsklcEwh6GlG,Donovan Woods,"Hard Settle, Ain't Troubled","Portland, Maine",66,0.606,0.349,-13.967,0.0319,0.764,0.306,0.112,0.156,0.3290066236050162,acoustic
0v0pc1lIt5p6EBX7pnfOGF,Ross Copperman,Holding On and Letting Go LP,Holding On and Letting Go,49,0.486,0.555,-9.466,0.0271,0.818,0.00269,0.109,0.0992,0.32044360074289563,acoustic
5wQci5VCUjdbKnRD61XYwu,Joshua Hyslop,In Deepest Blue (Bonus Track Version),The Flood,60,0.577,0.446,-11.343,0.0313,0.554,0.0782,0.116,0.262,0.33284436993573624,acoustic
0HQnJee8ShSDu2AYwibxst,Angelina Cruz,Hanggang Kailan (Umuwi Ka Na Baby),Hanggang Kailan (Umuwi Ka Na Baby),38,0.59,0.407,-9.079,0.0361,0.861,9.95e-06,0.094,0.276,0.5992965501372385,acoustic
4VoJCUgNmnqG2qF0peDBkw,Stephen Speaks,No More Doubt,Out of My League,67,0.538,0.315,-10.057,0.0291,0.96,0.00596,0.0979,0.4,0.37769751655901257,acoustic
7xLhousIHDxoGgeJNhO4Ye,A Great Big World,Is There Anybody Out There? - Track by Track Commentary,Say Something,57,0.447,0.158,-7.571,0.036,0.872,1.58e-06,0.0816,0.142,0.5791216738162155,acoustic
1bhpBRCLsVg3p7BWARbaDS,Eddie Vedder,Into The Wild (Music For The Motion Picture),Rise,60,0.401,0.58,-6.86,0.0541,0.906,0.217,0.134,0.526,0.7119841230708545,acoustic
6NSlOEEtWlqvEFrjQsry77,The Weepies;Deb Talan;Steve Tannen,Say I Am You,World Spins Madly On,64,0.502,0.311,-13.421,0.0285,0.617,4.32e-05,0.129,0.4,0.4421708331278865,acoustic
1HqVCK9h4LiJ61aRrrKTAt,Freddie King,Thanksgiving Party,Stumble,0,0.678,0.612,-9.764,0.0339,0.1,0.316,0.164,0.857,0.48641996614236643,acoustic
0wP19iM8ULJyV0r0LFDsDv,Taj Mahal,Supa Chill,Paradise,0,0.65,0.406,-13.492,0.0761,0.568,0.0,0.484,0.862,0.32724389001199805,acoustic
27Fq4XyOkogdGLcfsVdjFb,Keb' Mo';Gerald Albright,Un tecito y a mimir,"Moonlight, Mistletoe & You",0,0.649,0.399,-7.894,0.0256,0.184,0.000108,0.113,0.342,0.4006130532682478,acoustic
45jGOHwYKgsRYbAJ8DR61d,Motohiro Hata,青の光景,ひまわりの約束,61,0.523,0.445,-6.359,0.0329,0.188,0.0,0.18,0.336,0.3244292687737291,acoustic
4iObEYRE4FLm0D90gmZFef,Thomas Daniel,Since U Been Gone,Since U Been Gone - Acoustic Version,50,0.538,0.162,-13.31,0.0299,0.847,0.0,0.114,0.366,0.39027086106865205,acoustic
3akr0ZrJxLMBLIFeNNKffW,Masayoshi Yamazaki,"One more time,One more chance","One more time,One more chance",47,0.519,0.429,-7.707,0.0317,0.658,0.0,0.111,0.396,0.5320702463718094,acoustic
7BRwh1bemr9rFMDeTbcy5S,Kina Grannis,Creep,Creep,58,0.585,0.103,-12.682,0.0309,0.801,0.0,0.126,0.179,0.5467227125552652,acoustic
3rzRo91l4htQvMXhsiECAX,Todd Carey;Ariza;Chuck Leavell,Higher Love,Higher Love,30,0.578,0.763,-4.824,0.0998,0.0916,2.8e-06,0.0743,0.394,0.3977778873494075,acoustic
0v1vufjir4OE4iRckLMoLd,YUZU,Shinsekai,Hyouriittai,52,0.223,0.891,-3.626,0.138,0.325,0.0,0.287,0.333,0.65696957743701,acoustic
4vAnqYqm1DOo5IDVcxORX3,Canyon City,How Long Will I Love You,How Long Will I Love You,55,0.382,0.157,-16.157,0.0361,0.878,0.000473,0.112,0.224,0.559267294512105,acoustic
2X5AFygz5SDYlXagyPw8kX,Zack Tabudlo,Binibini,Binibini,67,0.642,0.374,-10.606,0.032,0.423,1.54e-06,0.435,0.0979,0.5335987706063146,acoustic
13GvSZgg9LOs3M9uGbWsPE,Aron Wright,You Were Supposed to Be Different,You Were Supposed to Be Different,45,0.436,0.239,-12.83,0.0282,0.861,8.48e-05,0.0902,0.137,0.30307923672402737,acoustic
4cR4nao0hqqBtklQmGVqbe,Boyce Avenue,"Cover Sessions, Vol. 3",Thinking out Loud,56,0.702,0.326,-6.638,0.0272,0.705,0.0,0.168,0.628,0.3283204312739345,acoustic
4x7AdVDV9IFWp8pg4LMz90,Jonah Baker,Covers,Perfect / Style,37,0.593,0.292,-12.755,0.0364,0.828,0.0,0.174,0.375,0.4565890899528294,acoustic
5eNYumDY5PCXtKKJ0SWg2r,The Civil Wars,Barton Hollow,Poison & Wine,54,0.285,0.186,-12.729,0.0288,0.76,7.3e-05,0.104,0.203,0.6321516033068718,acoustic
6dwkFmLUz6hx2CZG2EqLol,Howie Day,Stop All The World Now,Collide,66,0.636,0.625,-7.895,0.0277,0.222,5.35e-05,0.119,0.342,0.38595647814867773,acoustic
7aohwSiTDju51QmC54AUba,Ingrid Michaelson,Be OK,You And I,63,0.698,0.285,-7.632,0.0553,0.927,0.0,0.0883,0.53,0.5548173167003598,acoustic
7g3ryXLtXExZ0OFCj17Ae1,Zack Tabudlo;Billkin,Give Me Your Forever,Give Me Your Forever (ft. Billkin),58,0.601,0.439,-7.589,0.0269,0.0642,0.0,0.0942,0.275,0.41079499695938726,acoustic
5MrgVJzR1du1gz8XWe4m28,Landon Pigg,Coffee Shop,Falling in Love at a Coffee Shop,55,0.332,0.298,-14.174,0.0569,0.875,0.00784,0.114,0.243,0.34332215702710256,acoustic
5auMzVHFr5Zfw6IbKarZ56,Anna Nalick,Wreck of the Day,Breathe (2 AM),65,0.386,0.452,-7.715,0.0278,0.417,0.0,0.0881,0.287,0.6978493828377956,acoustic
63bmIgH9sS6sX5Sc7MetGq,Zack Tabudlo,Episode,Habang Buhay,69,0.62,0.668,-5.719,0.0305,0.088,0.0,0.362,0.183,0.4849078776523183,acoustic
3ZjSJv88euP3CdvTg07dZL,Jonah Baker,Beautiful Soul,Beautiful Soul,44,0.394,0.281,-11.12,0.0414,0.826,0.0,0.0854,0.485,0.3699850434725441,acoustic
14BMBNRzv24eG6OKoIgPfP,Ben Woodward,Bulletproof,Bulletproof,39,0.59,0.552,-10.496,0.0407,0.654,0.000359,0.128,0.635,0.6373001002580412,acoustic
5pEmeoMUW38w1oU3kPelvR,Andrew Belle,Nightshade,Spectrum,54,0.539,0.717,-7.385,0.031,0.000298,0.111,0.125,0.212,0.4847435202077478,acoustic
2h3VsZVKQeT0yLNQtCIRjn,Jonah Baker,Girls Like You (Acoustic Version),Girls Like You - Acoustic Version,44,0.543,0.138,-14.331,0.0531,0.791,0.0,0.185,0.3,0.47519846161431883,acoustic
1dcNEEtODRVZEevQ20Cgmy,Zack Tabudlo,Nangangamba,Nangangamba,70,0.62,0.547,-6.772,0.0248,0.112,0.0,0.19,0.208,0.4028072251532633,acoustic
6huS9u0BDfeQHq0lObNLPl,Us The Duo,Better Together,Better Together,64,0.761,0.311,-10.597,0.0692,0.647,0.0,0.15,0.553,0.451535098532288,acoustic
14NiShC5b46yQxBN1mu9VJ,Andrew Foy;Renee Foy,Heartbreak Anniversary,Heartbreak Anniversary,40,0.674,0.122,-17.963,0.0427,0.882,0.0,0.139,0.339,0.5342192199595681,acoustic
3DyhwZyBFedvnt68fMi6vf,Tyler Ward;Karis;Ray Lorraine,One More Time Around,One More Time Around,47,0.429,0.358,-9.076,0.0346,0.614,0.0,0.0875,0.187,0.5517438324868925,acoustic
6kRZfOZSuoi0Htg6gROKDz,A Great Big World,流星花園音樂專輯,Say Something,40,0.456,0.101,-11.75,0.038,0.876,1.74e-06,0.0776,0.155,0.5748237266406981,acoustic
5e9DrLUUZraUE7mmniufjn,Zack Tabudlo,Episode,Heart Can’t Lose,55,0.647,0.567,-8.971,0.0328,0.0318,0.0,0.133,0.374,0.5171958976381835,acoustic
2z3HKlpENvfz1Am2MNF2pL,Donovan Woods;Tenille Townes,The Other Way,I Ain't Ever Loved No One - Acoustic,57,0.322,0.213,-14.915,0.0318,0.611,0.0,0.113,0.16,0.659028154430255,acoustic
33JX2be3eKVhl5xk8YQhVc,Ray LaMontagne,Till The Sun Turns Black,Empty,48,0.482,0.381,-13.93,0.0311,0.455,0.00295,0.114,0.42,0.335749387768519,acoustic
29Ns3avs48iQhNQgrHMEkm,Megan Davies,"See You Again, Love Me Like You Do, Sugar (Acoustic Mashup)","See You Again, Love Me Like You Do, Sugar - Acoustic Mashup",54,0.393,0.207,-11.865,0.0392,0.877,0.0,0.104,0.262,0.6738244333777099,acoustic
2XDxQ3VzovLzh60zgOaNEi,Tim Halperin,Covers,The Reason,53,0.423,0.207,-8.811,0.0289,0.887,0.0,0.0948,0.209,0.6149598146048024,acoustic
0J4sK2VO75cRSVoj0FokQn,Canyon City,Refuge,Fix You,60,0.522,0.152,-14.996,0.0303,0.788,2.37e-05,0.148,0.133,0.591912791939911,acoustic
7bpR5j22mNID1pXwgRcZP1,JJ Heller,Hand to Hold,Hand to Hold,54,0.547,0.313,-7.982,0.0315,0.612,7.97e-06,0.111,0.261,0.5495167891129629,acoustic
1U1GtaJeYwGsPgqV9Me5bb,Ray LaMontagne,Trouble,Hold You in My Arms,62,0.504,0.321,-13.807,0.0316,0.149,0.000107,0.147,0.577,0.6990697368637312,acoustic
34p2uL1CvmaHn3uLfOKt8d,Us The Duo,Public Record,One Last Dance,51,0.466,0.161,-14.498,0.0492,0.979,0.000238,0.231,0.171,0.5718283122134017,acoustic
2EKxmYmUdAVXlaHCnnW13o,Boyce Avenue;Megan Nicole,"Cover Sessions, Vol. 2",Heaven,61,0.619,0.28,-10.238,0.0317,0.73,0.0,0.103,0.292,0.5339480301760269,acoustic
1jkBuvWI9IGEz9thXiKOlP,Joshua Hyslop,In Deepest Blue (Bonus Track Version),The Spark - Bonus Track,51,0.596,0.429,-10.16,0.0377,0.775,0.0107,0.0962,0.229,0.6084759134164982,acoustic
7K36drJq6lInkW6Kkojucp,Drew Holcomb & The Neighbors,Medicine,American Beauty,63,0.645,0.169,-15.744,0.0317,0.844,0.00019,0.109,0.178,0.6895863123120162,acoustic
4PuUa8e5s7P3Zv1IdCGIsa,Ray LaMontagne,Part Of The Light,Such A Simple Thing,65,0.522,0.256,-11.216,0.0258,0.86,0.000806,0.142,0.13,0.31371316338773564,acoustic
72SPsHheqN6J3sI520jT9E,Amos Lee,Amos Lee,Colors,64,0.681,0.168,-13.397,0.0291,0.793,0.000134,0.109,0.29,0.5284708183357165,acoustic
52J3WARiRHMtXbFXUWrVgu,Boyce Avenue,"Cover Sessions, Vol. 6",Someone You Loved,57,0.736,0.364,-5.966,0.0349,0.741,0.0,0.0932,0.371,0.4520774780993705,acoustic
03VNgdCL9t8aPyvwZecglI,Jason Mraz;Meghan Trainor,Know.,More Than Friends (feat. Meghan Trainor),54,0.451,0.528,-6.984,0.0364,0.366,0.0,0.0811,0.527,0.5722926219943132,acoustic
3M6NL7PxIDZ3ArfPrBUTUP,Days N Daze,Show Me the Blueprints.,Flurry Rush,37,0.371,0.674,-3.72,0.0488,0.169,0.0,0.0889,0.92,0.3599551304176322,acoustic
7jJH8F3PHlNvxfqEAAfFDl,Sara Bareilles,The Blessed Unrest,I Choose You,63,0.731,0.572,-7.889,0.0445,0.105,0.00012,0.133,0.947,0.6329323011685815,acoustic
6JNEDSev5Tp5VQR04SEBfV,Mindy Gledhill,Anchor,I Do Adore,53,0.69,0.334,-5.626,0.066,0.947,0.0,0.0895,0.8,0.30702381539371826,acoustic
1gRa1tyGV1GY60QgU5DkQH,Dave Barnes,Christmas Faves 2022,I'll Be Home For Christmas,0,0.594,0.307,-13.062,0.0249,0.796,0.0414,0.15,0.24,0.38634682707953255,acoustic
5DUAKXpyv3nL50PnAQbPS0,Get Dead,Tall Cans & Loose Ends,Fuck You,36,0.608,0.917,-5.341,0.0601,0.236,0.0,0.13,0.936,0.4843408444685502,acoustic
6OCsvPU6P84wJ0erggCRv4,Albert King,pov: you have a holly jolly christmas,Christmas Comes But Once A Year,0,0.687,0.494,-9.421,0.0505,0.324,5.5e-05,0.0867,0.621,0.38323636244103676,acoustic
7qJtNgmUyzy3R86vJwk9Wp,Albert King,pov: you rock around the christmas tree,Christmas Comes But Once A Year,0,0.687,0.494,-9.421,0.0505,0.324,5.5e-05,0.0867,0.621,0.38323636244103676,acoustic
6hy5eqMQ36KAChR1ZZ05zc,John Adams,If I Ain't Got You (Acoustic),If I Ain't Got You - Acoustic,55,0.652,0.15,-12.699,0.0363,0.923,0.0,0.102,0.361,0.42740331673323145,acoustic
4Gcx0DkgBVticyPDpezwg5,John Adams,Believe (Acoustic),Believe - Acoustic,57,0.765,0.241,-8.865,0.0373,0.873,0.0,0.111,0.182,0.5093026313626876,acoustic
0fUB9bwvKLRpOB18YZHz5N,Adam Christopher,Iris (Acoustic),Iris - Acoustic,54,0.589,0.249,-10.086,0.0329,0.717,0.0,0.106,0.363,0.6167348750061634,acoustic
0I0l2Oo5zjpCEphpDJL0Pm,Motohiro Hata,言ノ葉,Rain - Long Ver.,44,0.588,0.604,-7.602,0.024,0.343,6.86e-05,0.252,0.351,0.37810430123432437,acoustic
4v0RBzYNzTknP6d0zN2VQb,Aoi Teshima,Cheek to Cheek~I Love Cinemas~,C'est si bon,51,0.735,0.203,-13.237,0.0539,0.854,0.00164,0.105,0.479,0.46806123958384693,acoustic
1FQH1FxPwwIj9aKyPBDf9b,Jonah Baker,Baby (Acoustic Version),Baby (Acoustic Version),42,0.655,0.147,-14.409,0.0371,0.88,0.0,0.266,0.328,0.4770598096740792,acoustic
4YgEwanzISFU4xa27saTux,YUZU,Land,Reason,47,0.363,0.819,-3.128,0.0634,0.0591,0.0,0.0988,0.468,0.5034556152720937,acoustic
7pKMoXeiCv40wbrjII06VO,Boyce Avenue;Emma Heesters,I Like Me Better,I Like Me Better,54,0.473,0.263,-8.609,0.033,0.814,0.0,0.142,0.315,0.3580732376773006,acoustic
5MYPzdIWgx3pMLRGlq2fVq,Zack Tabudlo,Asan Ka Na Ba,Asan Ka Na Ba,73,0.676,0.768,-5.695,0.0294,0.149,0.00147,0.345,0.493,0.435543119175583,acoustic
2Qw1KFrJ1q6qHXxWGh51kC,Boyce Avenue,"Cover Sessions, Vol. 3",A Thousand Years,56,0.41,0.221,-11.673,0.0315,0.768,0.0,0.106,0.228,0.5733157470867642,acoustic
66V40iz2mphPbYvuJVj13i,Thomas Daniel,drivers license,drivers license,56,0.439,0.217,-13.166,0.0413,0.933,0.0,0.126,0.373,0.5933837910688164,acoustic
4Bo6FwC7Oe9zywSZc6q7hO,Jason Mraz,YES!,Love Someone,59,0.582,0.347,-14.769,0.0305,0.317,0.00678,0.111,0.0797,0.4024990549446937,acoustic
6Xbi3gOwMal0Ds3ETvBBwe,Jae Hall,The Winner Takes It All (Acoustic),The Winner Takes It All - Acoustic,57,0.426,0.127,-13.287,0.0648,0.863,4.3e-06,0.0993,0.149,0.2569523199053301,acoustic
6QXolVfFVjUHPp5TVzsjIF,Aaron Espe,Only Time,Only Time,56,0.696,0.261,-12.107,0.0361,0.737,1.24e-05,0.11,0.361,0.559033085153592,acoustic
71ehTADpxs85ULrZgSEKCy,A Fine Frenzy,One Cell In The Sea,Almost Lover,57,0.549,0.24,-7.778,0.0338,0.947,0.0,0.106,0.167,0.4913465805433657,acoustic
4zYkSXrfgJyrNkNv3mTiIZ,Roses & Frey,Dance Monkey,Dance Monkey,51,0.541,0.192,-13.995,0.0282,0.893,0.0,0.193,0.317,0.5749963019574971,acoustic
1nFJAKHt0jgzVogbNJT3Zz,Parachute,Parachute,Ocean,48,0.662,0.711,-4.924,0.0279,0.0686,1.17e-05,0.085,0.352,0.4930271354140986,acoustic
1RZkqIEM5aV000fKgz9J46,Kina Grannis,Dream a Little Dream of Me,Dream a Little Dream of Me,52,0.665,0.185,-13.852,0.0381,0.913,0.0,0.334,0.458,0.3388803970875861,acoustic
0n3E6m57nDZJDyUHllaMDp,The Mayries,Back For Good,Back For Good,54,0.591,0.175,-12.959,0.038,0.927,0.0,0.133,0.352,0.5748483802573837,acoustic
2gBYjMXW65daBB1elr68JK,Canyon City,OK,OK,55,0.489,0.183,-14.769,0.033,0.907,3.95e-05,0.106,0.486,0.32855464063244744,acoustic
